label	time	memory	pvalue	zcore
22Rv1.CTCF.chm13v2.0	1.69	92036.0	0.22578860046068178	0.7527881963395459
22Rv1.H3K27ac.chm13v2.0	1.56	87884.0	1.0495338033855198e-06	4.743644815410433
BE2C.H3K27me3.chm13v2.0	1.57	88644.0	0.9984548050854672	-2.958600968809446
BE2C.H3K36me3.chm13v2.0	1.47	88820.0	0.9995420593636016	-3.3151678040260637
BE2C.H3K4me1.chm13v2.0	1.26	100796.0	0.9998143762824695	-3.559722106596678
BE2C.H3K9me3.chm13v2.0	0.98	77024.0	0.9702695028305329	-1.8847692788112864
C4-2B.CTCF.chm13v2.0	1.08	93456.0	0.9917671850880169	-2.398427630435382
C4-2B.H3K27ac.chm13v2.0	1.01	91508.0	0.0031719635211892123	2.729454148829128
Caco-2.H3K4me1.chm13v2.0	1.3	112324.0	0.9986057143581744	-2.990131764005175
Caco-2.H3K9me3.chm13v2.0	1.63	92828.0	0.9769417293496285	-1.994325069298245
HAP-1.H3K27ac.chm13v2.0	1.11	87060.0	0.9667161426493674	-1.8345815483305754
HAP-1.H3K27me3.chm13v2.0	1.12	100320.0	0.9998216774937077	-3.5702468246434944
HAP-1.H3K36me3.chm13v2.0	1.0	92108.0	0.9999114212064508	-3.749542337559153
HAP-1.H3K4me1.chm13v2.0	1.25	114336.0	0.9736574750141522	-1.93749347704639
HAP-1.H3K4me3.chm13v2.0	0.87	79644.0	0.7687985942734717	-0.7348960380732869
HAP-1.H3K9me3.chm13v2.0	0.89	80412.0	0.9392546308394271	-1.54854665382871
HL-60.H3K27ac.chm13v2.0	0.87	89544.0	0.9737755470892756	-1.939430778065382
MG63.H3K27me3.chm13v2.0	0.97	91060.0	0.988510138558458	-2.273771596012489
MG63.H3K36me3.chm13v2.0	1.16	94752.0	0.9999273763540338	-3.799057674840112
MG63.H3K4me3.chm13v2.0	0.91	81848.0	0.35271173844837256	0.3780095805263985
MG63.H3K9me3.chm13v2.0	0.99	96348.0	0.9997912021496663	-3.528706687906823
RWPE1.CTCF.chm13v2.0	0.99	87036.0	0.946640694113936	-1.6131192069617606
RWPE1.H3K27ac.chm13v2.0	1.09	101816.0	0.8822233343535693	-1.1861746595951357
RWPE2.CTCF.chm13v2.0	1.04	94784.0	0.750580155420544	-0.6763165470324163
RWPE2.H3K27ac.chm13v2.0	1.07	91016.0	0.9916309532174379	-2.3924108569566056
RWPE2.H3K36me3.chm13v2.0	0.94	91632.0	0.9998962345270214	-3.709668322150754
SJCRH30.H3K27ac.chm13v2.0	1.09	89776.0	0.9716047950649763	-1.9049204704498803
SJCRH30.H3K27me3.chm13v2.0	0.97	90252.0	0.9967496030026004	-2.721390388906313
SJCRH30.H3K36me3.chm13v2.0	1.11	97532.0	0.9999369197250947	-3.833835457030069
SJCRH30.H3K4me1.chm13v2.0	2.06	110572.0	0.9996670498649007	-3.403247103446094
SJCRH30.H3K4me3.chm13v2.0	1.64	83400.0	0.6335392243572848	-0.3412418087403997
SJCRH30.H3K9me3.chm13v2.0	1.58	87056.0	0.997939989901377	-2.8688232054964957
SJSA1.H3K27ac.chm13v2.0	1.58	92220.0	0.9795237760255932	-2.0440111267632863
SJSA1.H3K27me3.chm13v2.0	1.65	93868.0	0.997689561879926	-2.8323394675058373
SJSA1.H3K36me3.chm13v2.0	1.22	93964.0	0.9994805599708873	-3.2797801574728798
SJSA1.H3K4me3.chm13v2.0	1.35	81144.0	0.03082324452270188	1.8688298605560205
SJSA1.H3K9me3.chm13v2.0	1.94	93896.0	0.8978201957427905	-1.2692284172860573
VCaP.CTCF.chm13v2.0	1.15	92192.0	0.8004249971388969	-0.8431402581139347
VCaP.H3K27ac.chm13v2.0	1.1	101720.0	0.36266407320541466	0.3513468564312379
brain-microvascular-endothelial-cell.H3K27ac.chm13v2.0	1.12	92532.0	0.983312407510611	-2.1275406806929724
brain-microvascular-endothelial-cell.H3K27me3.chm13v2.0	0.84	80320.0	0.9980295216856832	-2.8828495138592065
brain-microvascular-endothelial-cell.H3K36me3.chm13v2.0	1.08	90764.0	0.9993592215442988	-3.2200780690659023
epithelial-cell-of-prostate-male-2.CTCF.chm13v2.0	1.11	96120.0	0.9084307189473839	-1.331153336274054
epithelial-cell-of-prostate-male.CTCF.chm13v2.0	1.08	96828.0	0.8559355100545509	-1.0622350760407624
epithelial-cell-of-prostate-male.H3K27ac.chm13v2.0	1.86	96488.0	0.9147933009775597	-1.3708766928791605
