label	time	memory	pvalue	zcore
22Rv1.CTCF.chm13v2.0	1.24	91804.0	3.204683433368976e-07	4.978455519854547
22Rv1.H3K27ac.chm13v2.0	1.87	87640.0	3.199315460077332e-28	10.953418428591915
BE2C.H3K27me3.chm13v2.0	1.32	88716.0	0.07889156122972807	1.4125668479993876
BE2C.H3K36me3.chm13v2.0	1.3	88892.0	0.21007937803183718	0.8061458519252882
BE2C.H3K4me1.chm13v2.0	1.52	100200.0	0.99766033463269	-2.828317946368946
BE2C.H3K9me3.chm13v2.0	0.96	76952.0	0.00045017311638595345	3.3199467394005553
C4-2B.CTCF.chm13v2.0	1.3	93212.0	0.007351193332724616	2.439628157460937
C4-2B.H3K27ac.chm13v2.0	1.26	91416.0	3.3062964670570435e-18	8.621425104807633
Caco-2.H3K4me1.chm13v2.0	1.57	112308.0	0.2397891872930351	0.7069808562078652
Caco-2.H3K9me3.chm13v2.0	1.39	92840.0	0.12335093422668342	1.1583974766150853
HAP-1.H3K27ac.chm13v2.0	1.16	87140.0	0.02877578719044094	1.8990981343022346
HAP-1.H3K27me3.chm13v2.0	1.39	99972.0	0.27685917691047757	0.5921974843279797
HAP-1.H3K36me3.chm13v2.0	1.28	91648.0	0.45045820611508725	0.12450377422950924
HAP-1.H3K4me1.chm13v2.0	1.58	114324.0	0.006456855457661161	2.4861401180593616
HAP-1.H3K4me3.chm13v2.0	1.15	79504.0	6.3030239797506045e-06	4.366833965507358
HAP-1.H3K9me3.chm13v2.0	1.15	80284.0	0.03508627328564828	1.8107952842676338
HL-60.H3K27ac.chm13v2.0	1.9	89264.0	0.016329903845148746	2.136240600653201
MG63.H3K27me3.chm13v2.0	1.79	91008.0	0.07406036907174156	1.4462013394687945
MG63.H3K36me3.chm13v2.0	1.82	95200.0	0.009655023977559218	2.3394907846160917
MG63.H3K4me3.chm13v2.0	1.66	81456.0	2.3149183498840797e-10	6.23116347134349
MG63.H3K9me3.chm13v2.0	1.46	96832.0	0.22750476916559764	0.7470894992259419
RWPE1.CTCF.chm13v2.0	1.33	88460.0	0.0010460580605458573	3.076834230189599
RWPE1.H3K27ac.chm13v2.0	2.34	101756.0	5.410097276103495e-05	3.871422758036993
RWPE2.CTCF.chm13v2.0	1.38	94436.0	8.903404022690113e-06	4.290753257637709
RWPE2.H3K27ac.chm13v2.0	1.26	91128.0	0.0023463769961565503	2.827400884997724
RWPE2.H3K36me3.chm13v2.0	1.25	91332.0	0.004902151615452833	2.582655978761825
SJCRH30.H3K27ac.chm13v2.0	1.17	90300.0	0.0005988345836089537	3.2394346296049337
SJCRH30.H3K27me3.chm13v2.0	1.45	90088.0	0.08068062243585938	1.4005080153034377
SJCRH30.H3K36me3.chm13v2.0	1.32	97396.0	0.0009599458221734239	3.1023525497549085
SJCRH30.H3K4me1.chm13v2.0	1.74	110652.0	0.99766333080138	-2.8287281050479303
SJCRH30.H3K4me3.chm13v2.0	1.11	82964.0	1.8188736546043297e-07	5.086998489187501
SJCRH30.H3K9me3.chm13v2.0	1.18	87192.0	0.21166310588646203	0.8006639606286916
SJSA1.H3K27ac.chm13v2.0	1.27	92280.0	0.00084647364863961	3.139399057147249
SJSA1.H3K27me3.chm13v2.0	1.26	93776.0	0.19833334293246208	0.8475893888973285
SJSA1.H3K36me3.chm13v2.0	1.29	93828.0	0.14329074328796754	1.0656508873200523
SJSA1.H3K4me3.chm13v2.0	1.18	80872.0	7.317635116954966e-20	9.047444898110182
SJSA1.H3K9me3.chm13v2.0	1.23	93944.0	0.0008913280365814725	3.1242389794051886
VCaP.CTCF.chm13v2.0	1.28	92084.0	0.0025649515387778823	2.798761385874467
VCaP.H3K27ac.chm13v2.0	1.47	102012.0	4.6121531563713364e-08	5.341377258404067
brain-microvascular-endothelial-cell.H3K27ac.chm13v2.0	1.32	92488.0	0.0006354043898928802	3.222491631337601
brain-microvascular-endothelial-cell.H3K27me3.chm13v2.0	1.12	80776.0	0.03486819205022333	1.813619124106442
brain-microvascular-endothelial-cell.H3K36me3.chm13v2.0	1.44	90588.0	1.6366378632456843e-07	5.106992016384943
epithelial-cell-of-prostate-male-2.CTCF.chm13v2.0	1.38	95956.0	9.137374623578319e-05	3.7417441828154328
epithelial-cell-of-prostate-male.CTCF.chm13v2.0	1.4	96448.0	9.24297777223201e-05	3.738856024109543
epithelial-cell-of-prostate-male.H3K27ac.chm13v2.0	1.56	96576.0	0.00020856157047320566	3.529006337661137
