label	time	memory	pvalue	zcore
GI2.all.exon	13.56	162408.0	0.9999999999999999	-8.165265934944905
OMIM.all.exon	14.47	163896.0	0.9989881972318477	-3.0867458166407444
HI1.all.exon	15.68	175648.0	1.0	-10.035047394335601
Prot-cod.all.exon	58.91	463020.0	0.9859959002668006	-2.1971715104442904
All-genes.all.exon	61.79	475992.0	0.10497977010666842	1.253676699916752
Decipher-gain.all.exon	0.73	80860.0	0.9231943141576809	-1.4268908048283058
GI3.all.exon	24.45	231544.0	0.49518700666196264	0.012064677862295438
HI2.all.exon	14.61	165456.0	0.9999999995428189	-6.123683909622828
HPO-rec.all.exon	5.94	111248.0	0.9991840886003902	-3.150157831799583
CGD-rec.all.exon	6.78	116084.0	0.9999954998903279	-4.439896400194779
Essential.all.exon	13.79	156904.0	0.9999999999951382	-6.810535954699414
HPO-dom.all.exon	4.71	106608.0	0.24097594122813487	0.703166678342385
Cancer-loss.all.exon	3.19	93088.0	0.9004912633553617	-1.284355850251958
embryonic-lethal.all.exon	2.49	89836.0	0.9997225537671298	-3.4527551299078403
HI3.all.exon	27.62	251012.0	0.28731791332415035	0.5612372290966993
GI1.all.exon	19.23	200924.0	1.0	-9.850654379867791
Paralogs.all.exon	1.73	84816.0	2.8787553349203043e-166	27.456834910162108
phen.all.exon	31.97	281440.0	0.9999999902654526	-5.616653806905793
Cancer-gain.all.exon	0.74	81464.0	0.9255744703354376	-1.4436016542892405
Decipher-loss.all.exon	1.08	82348.0	0.9566650007347032	-1.7132312833824959
ISCA-gain.all.exon	1.06	82316.0	0.00019632116429514244	3.544980368502157
CGD-dom.all.exon	4.65	101076.0	0.982288918935971	-2.1034991200649342
No-phen.all.exon	29.79	262960.0	0.00027236365857215197	3.457739750301149
Curated-gain.all.exon	2.09	85656.0	0.00011748572654581695	3.678106932755568
Curated-loss.all.exon	4.68	101836.0	0.12486683726026504	1.1509965022364954
ISCA-loss.all.exon	2.22	88864.0	0.9708711036303465	-1.8937530757457322
Non-cod.all.exon	3.49	95592.0	1.8231781120654036e-96	20.80821975721413
