label	time	memory	pvalue	zcore
GI2.all.exon	40.25	128420.0	0.99999999999775	-6.920517800888811
OMIM.all.exon	42.19	127296.0	0.9999113027022658	-3.7492070338429833
HI1.all.exon	45.72	142372.0	1.0	-8.843146080292675
Prot-cod.all.exon	178.83	319368.0	0.9093825536287932	-1.33696245430603
All-genes.all.exon	188.66	324292.0	0.023246589564765496	1.9908882058159
Decipher-gain.all.exon	1.1	81716.0	0.8487468092366273	-1.031073440696573
GI3.all.exon	75.67	163800.0	0.10504937145502635	1.2532939678380595
HI2.all.exon	43.09	128876.0	0.9999999982541085	-5.9066292771974425
HPO-rec.all.exon	16.94	91752.0	0.9993635779126716	-3.2220331275596865
CGD-rec.all.exon	19.24	94504.0	0.9999821208828082	-4.133305866445367
Essential.all.exon	38.19	126104.0	0.9999999999306158	-6.41723859016262
HPO-dom.all.exon	13.33	90724.0	0.9041594676202385	-1.3056222065921899
Cancer-loss.all.exon	7.97	84284.0	0.9769889940964251	-1.9951913710797247
embryonic-lethal.all.exon	6.45	82892.0	0.9999012775761649	-3.7222634584451257
HI3.all.exon	85.95	175356.0	0.03984697375467155	1.7524646249887492
GI1.all.exon	57.72	157656.0	1.0	-8.847965067726271
Paralogs.all.exon	3.74	81516.0	9.534665357422027e-94	20.50590398067739
phen.all.exon	95.68	205828.0	0.9999999999841734	-6.638667441692637
Cancer-gain.all.exon	1.09	81176.0	0.9006184254656613	-1.285083378985454
Decipher-loss.all.exon	1.59	82016.0	0.9733547585786186	-1.932559522729588
ISCA-gain.all.exon	1.57	81952.0	0.2106751669001145	0.8040807627863824
CGD-dom.all.exon	12.16	89480.0	0.994659850945325	-2.5529886351738083
No-phen.all.exon	90.73	185984.0	5.7970875120026e-07	4.862449865264126
Curated-gain.all.exon	4.53	82640.0	0.012147410867985155	2.2524345926099847
Curated-loss.all.exon	11.54	89844.0	0.5338674200324249	-0.0849952588823254
ISCA-loss.all.exon	5.12	83368.0	0.9393627770405015	-1.549446404447753
Non-cod.all.exon	9.42	83524.0	4.6512423659278424e-55	15.584336049673956
