label	time	memory	pvalue	zscore	mean	sd
100_1	1.38	80992.0	0.12629463066492522	1.3192336804373548	10.001699948955194	3.0307746916522644
100_2	2.11	80400.0	0.5483380834531333	-0.0005638026981571336	10.001699948955533	3.015148670074163
100_3	2.08	80368.0	0.7919818138504755	-0.661966835060847	10.00169994895623	3.023867424977925
100_4	1.76	80384.0	0.6788330471673898	-0.3331458643522976	10.001699948955542	3.0067908869379143
100_5	1.38	80572.0	0.7930541912171913	-0.6645881291108989	10.00169994895536	3.0119405708213294
100_6	2.22	80192.0	0.41727685658683356	0.3279000565809389	10.00169994895564	3.0445254003728395
100_7	1.42	80656.0	0.6773656236828431	-0.33099099390160897	10.001699948957722	3.0263661773694324
100_8	2.16	80624.0	0.5473923061642239	-0.0005593786705774234	10.00169994895546	3.0389949507837137
100_9	2.13	80732.0	0.8812977502554098	-0.9938108920573707	10.001699948955364	3.020393490296022
100_10	2.1	80840.0	0.5488305814723643	-0.0005661189648512964	10.001699948955729	3.0028122378390796
200_1	1.55	80852.0	0.15379847606570035	1.1335931484873858	20.00339989791045	4.4077543241654045
200_2	1.82	80572.0	0.2735853432065635	0.6967186524943685	20.003399897911265	4.301018913962485
200_3	2.16	80864.0	0.3541042966483135	0.46006089688744595	20.003399897910622	4.339860474118594
200_4	2.08	80608.0	0.62697718755258	-0.2352251358608815	20.003399897911187	4.265700152489757
200_5	1.51	80748.0	0.3540984043268311	0.459453976326489	20.0033998979105	4.345593258443609
200_6	2.05	81072.0	0.9654826334300569	-1.6189411183730684	20.00339989791047	4.3259139065838506
200_7	1.62	80892.0	0.533306320866075	-0.0007873458187251005	20.003399897910736	4.318176117631272
200_8	1.43	80768.0	0.8523914406802965	-0.9263213101638852	20.003399897910477	4.321826405140342
200_9	1.51	81124.0	0.6255222444586465	-0.23319715853968198	20.003399897910487	4.302796415676492
200_10	2.22	80924.0	0.534066405845543	-0.0007945685688133513	20.00339989791065	4.2789232346895725
500_1	2.7	81708.0	0.5767303641730979	-0.14382111975211573	50.00849974477649	7.012181149157382
500_2	2.1	81404.0	0.2559409235934253	0.7154822337353451	50.04849819498928	6.920509792619486
500_3	2.41	81368.0	0.5199588346523386	-0.0012130937627463458	50.0084997447761	7.006667610637131
500_4	2.23	81432.0	0.9169998383982199	-1.2918341375599356	50.0084997447762	6.973418245311114
500_5	2.16	81540.0	0.7384142852887163	-0.5789244726949729	50.008499744775996	6.924046112813092
500_6	2.42	81716.0	0.46309300690547306	0.14270654294253124	50.008499744776245	6.947826180773216
500_7	2.73	81508.0	0.8240236875886302	-0.8615720196550857	50.008499744776465	6.9738798471912515
500_8	2.62	81676.0	0.3533883407001258	0.42825081583619484	50.00849974477649	6.985393009426867
500_9	2.4	81520.0	0.07292182357943017	1.5491085858571636	50.00849974477679	7.095371076999949
500_10	2.49	81276.0	0.5202210348811418	-0.00121858949461282	50.00849974477636	6.975068153743418
1000_1	5.16	82588.0	0.666088962636117	-0.3938782436487384	100.01699948955245	10.19858180624673
1000_2	4.67	82488.0	0.513138304771858	-0.001652677362647937	100.01699948955238	10.286030375060047
1000_3	4.87	83104.0	0.6288359727998168	-0.2951255048495479	100.01699948955431	10.222767737720059
1000_4	4.13	83180.0	0.1751337487315954	0.9807801893812302	100.01699948955249	10.17863188768702
1000_5	4.54	82504.0	0.39723656705458726	0.29417025576308825	100.01699948955215	10.140387928445845
1000_6	4.91	82460.0	0.9954350251772998	-2.455556457563387	100.01699948955398	10.187914601799868
1000_7	5.1	82408.0	0.29362304200147465	0.5786629000963264	100.01699948955219	10.339353895768777
1000_8	4.6	81968.0	0.4743604291283582	0.09706174179435995	100.01699948955299	10.127579541377418
1000_9	5.52	83092.0	0.47434235036744626	0.0966082709308802	100.01699948955233	10.175117523332686
1000_10	4.77	82688.0	0.32585761079721504	0.48637100726648635	100.01699948955232	10.24526634195005
2000_1	12.85	85092.0	0.19003690877775628	0.9069084438652827	200.03399897910447	15.399571054131815
2000_2	14.54	84988.0	0.48243161241374916	0.06250251906561473	200.03399897910438	15.455393403928534
2000_3	14.68	84924.0	0.8595283717243638	-1.0432416472684394	200.03399897910404	15.369400772185905
2000_4	15.03	84736.0	0.9608976171182563	-1.6987850436307608	200.193992779956	15.41925088060135
2000_5	14.24	85240.0	0.7272601397480917	-0.5812905672680193	200.03399897910413	15.54127916020142
2000_6	14.55	84832.0	0.22698941967210642	0.774963141255884	200.03399897910433	15.440735673575277
2000_7	14.74	84740.0	0.4057450518171022	0.2580037599024165	200.03399897910444	15.371872961834374
2000_8	13.97	84980.0	0.82610373884934	-0.9080412408486171	200.03399897910555	15.45524404375067
2000_9	13.47	84892.0	0.06561473004642783	1.5588994721509117	200.03399897910415	15.373666775208047
2000_10	13.76	84872.0	0.15798218616448248	1.03512481277307	200.03399897910393	15.42422790361253
5000_1	85.18	92568.0	0.3283303098211997	0.45285109852972083	500.0849974477603	28.519313730652385
5000_2	88.15	92848.0	0.3164784027705177	0.48618311415821996	500.0849974477602	28.620908762601378
5000_3	84.4	92860.0	0.8754087534851225	-1.1308877372606128	500.08499744775986	28.37151415708198
5000_4	89.43	92752.0	0.9488834018260137	-1.5974933935143247	500.08499744776043	28.222337338483744
5000_5	85.07	92456.0	0.2558225450427781	0.6674836001216936	500.0849974477598	28.33777870915726
5000_6	86.39	92316.0	0.2039570644023116	0.841555957263573	500.0849974477598	28.417602354099998
5000_7	87.89	92960.0	0.26786450890797736	0.6298342221665748	500.08499744776185	28.443996724427116
5000_8	86.86	92760.0	0.503708245095689	-0.0029951827772942987	500.08499744776	28.378050382865105
5000_9	90.44	92996.0	0.3416105866660311	0.41601037259778606	500.0849974477598	28.641118916907573
5000_10	86.24	92672.0	0.4896660214406147	0.03214694291694191	500.0849974477605	28.463128036890325
10000_1	286.2	105996.0	0.8537855420021168	-1.0412769665388342	1000.1699948955196	48.18122027829234
10000_2	282.38	106084.0	0.5997887335450097	-0.2519652949954277	1000.1699948955204	48.3002823692096
