label	time	memory	pvalue	zcore
dna,22Rv1.CTCF.chm13v2.0	575.86	2229788.0	0.9999999996796044	-6.180055364567794
line,22Rv1.CTCF.chm13v2.0	1523.32	2426196.0	1.0	-43.87781823661012
low-complexity,22Rv1.CTCF.chm13v2.0	273.06	2140932.0	4.2248767360095697e-51	14.990669207381215
ltr,22Rv1.CTCF.chm13v2.0	768.35	2260576.0	0.99902217890021	-3.096887282771544
other,22Rv1.CTCF.chm13v2.0	159.56	2123752.0	0.9999999957161959	-5.75689318741654
rna,22Rv1.CTCF.chm13v2.0	158.78	2120660.0	2.804329892829137e-06	4.540629194482518
satellite,22Rv1.CTCF.chm13v2.0	204.14	2130564.0	1.0	-19.01932610257536
simple,22Rv1.CTCF.chm13v2.0	641.03	2271796.0	1.0	-8.51711429057354
sine,22Rv1.CTCF.chm13v2.0	1626.27	2474468.0	1.0	-21.14709610934245
unknown,22Rv1.CTCF.chm13v2.0	150.41	2119260.0	2.8822468506848543e-16	8.094193619275387
dna,22Rv1.H3K27ac.chm13v2.0	595.37	2231336.0	1.0	-14.3535184828895
line,22Rv1.H3K27ac.chm13v2.0	1434.75	2425460.0	1.0	-43.206421395354376
low-complexity,22Rv1.H3K27ac.chm13v2.0	227.19	2139644.0	2.153466249657822e-137	24.92190961864962
ltr,22Rv1.H3K27ac.chm13v2.0	772.95	2258904.0	1.0	-23.239113276359575
other,22Rv1.H3K27ac.chm13v2.0	158.07	2117580.0	0.7873948970793272	-0.797414732471299
rna,22Rv1.H3K27ac.chm13v2.0	166.5	2118948.0	8.365550990808126e-58	15.983207384769422
satellite,22Rv1.H3K27ac.chm13v2.0	199.94	2127080.0	1.0	-29.126916541150088
simple,22Rv1.H3K27ac.chm13v2.0	637.8	2269928.0	1.0	-9.05945096782571
sine,22Rv1.H3K27ac.chm13v2.0	1670.76	2472128.0	1.9609471403482152e-11	6.606998720671466
unknown,22Rv1.H3K27ac.chm13v2.0	157.97	2117392.0	0.891557059777802	-1.2348512207335105
dna,BE2C.H3K27me3.chm13v2.0	581.45	2231988.0	0.7567935583050849	-0.6960254633126353
