label	time	memory	pvalue	zcore
dna,22Rv1.CTCF.chm13v2.0	360.29	2739192.0	0.12151192631072344	1.1674619826829138
line,22Rv1.CTCF.chm13v2.0	591.91	4094940.0	1.0	-38.6273994287616
low-complexity,22Rv1.CTCF.chm13v2.0	240.9	2215368.0	8.395238562462612e-143	25.415984916819443
ltr,22Rv1.CTCF.chm13v2.0	377.96	2940940.0	1.0	-12.654363622285823
other,22Rv1.CTCF.chm13v2.0	215.59	2111928.0	0.9999969666406245	-4.52405067939656
rna,22Rv1.CTCF.chm13v2.0	217.14	2112576.0	1.4542441235620798e-07	5.1292823523252
satellite,22Rv1.CTCF.chm13v2.0	225.05	2152332.0	1.0	-16.15288122128725
simple,22Rv1.CTCF.chm13v2.0	385.79	2992540.0	3.57475472130216e-133	24.52955150769997
sine,22Rv1.CTCF.chm13v2.0	632.51	4417120.0	0.9999997002852261	-4.9914008378420975
unknown,22Rv1.CTCF.chm13v2.0	237.17	2112668.0	6.252990273964499e-10	6.073618281269306
dna,22Rv1.H3K27ac.chm13v2.0	349.98	2737880.0	1.0	-9.063577868789578
line,22Rv1.H3K27ac.chm13v2.0	567.32	4092584.0	1.0	-27.316796826197333
low-complexity,22Rv1.H3K27ac.chm13v2.0	242.21	2213740.0	0.0	43.06787196410573
ltr,22Rv1.H3K27ac.chm13v2.0	377.13	2939344.0	1.0	-26.806351551922827
other,22Rv1.H3K27ac.chm13v2.0	223.54	2110696.0	1.1825155360675453e-05	4.22730869056274
rna,22Rv1.H3K27ac.chm13v2.0	219.64	2110548.0	5.752686097193638e-57	15.862587810230137
satellite,22Rv1.H3K27ac.chm13v2.0	226.56	2150676.0	1.0	-20.920548348144422
simple,22Rv1.H3K27ac.chm13v2.0	398.5	2990140.0	1.9565916381918347e-206	30.63720316913424
sine,22Rv1.H3K27ac.chm13v2.0	636.44	4414856.0	2.2483418305626676e-51	15.032505845196557
unknown,22Rv1.H3K27ac.chm13v2.0	214.87	2110508.0	0.9825244682803727	-2.108924912665141
dna,BE2C.H3K27me3.chm13v2.0	352.32	2738164.0	0.029091986931350285	1.8943092506508636
line,BE2C.H3K27me3.chm13v2.0	573.18	4093264.0	0.00013096432901185226	3.6503054318987056
low-complexity,BE2C.H3K27me3.chm13v2.0	237.72	2213904.0	4.78421403892447e-78	18.664827133551153
ltr,BE2C.H3K27me3.chm13v2.0	384.5	2939916.0	0.6761304681357957	-0.4569053704381494
