22Rv1.CTCF.chm13v2.0	1.69	92036.0
22Rv1.H3K27ac.chm13v2.0	1.56	87884.0
BE2C.H3K27me3.chm13v2.0	1.57	88644.0
BE2C.H3K36me3.chm13v2.0	1.47	88820.0
BE2C.H3K4me1.chm13v2.0	1.26	100796.0
BE2C.H3K9me3.chm13v2.0	0.98	77024.0
C4-2B.CTCF.chm13v2.0	1.08	93456.0
C4-2B.H3K27ac.chm13v2.0	1.01	91508.0
Caco-2.H3K4me1.chm13v2.0	1.3	112324.0
Caco-2.H3K9me3.chm13v2.0	1.63	92828.0
HAP-1.H3K27ac.chm13v2.0	1.11	87060.0
HAP-1.H3K27me3.chm13v2.0	1.12	100320.0
HAP-1.H3K36me3.chm13v2.0	1.0	92108.0
HAP-1.H3K4me1.chm13v2.0	1.25	114336.0
HAP-1.H3K4me3.chm13v2.0	0.87	79644.0
HAP-1.H3K9me3.chm13v2.0	0.89	80412.0
HL-60.H3K27ac.chm13v2.0	0.87	89544.0
MG63.H3K27me3.chm13v2.0	0.97	91060.0
MG63.H3K36me3.chm13v2.0	1.16	94752.0
MG63.H3K4me3.chm13v2.0	0.91	81848.0
MG63.H3K9me3.chm13v2.0	0.99	96348.0
RWPE1.CTCF.chm13v2.0	0.99	87036.0
RWPE1.H3K27ac.chm13v2.0	1.09	101816.0
RWPE2.CTCF.chm13v2.0	1.04	94784.0
RWPE2.H3K27ac.chm13v2.0	1.07	91016.0
RWPE2.H3K36me3.chm13v2.0	0.94	91632.0
SJCRH30.H3K27ac.chm13v2.0	1.09	89776.0
SJCRH30.H3K27me3.chm13v2.0	0.97	90252.0
SJCRH30.H3K36me3.chm13v2.0	1.11	97532.0
SJCRH30.H3K4me1.chm13v2.0	2.06	110572.0
SJCRH30.H3K4me3.chm13v2.0	1.64	83400.0
SJCRH30.H3K9me3.chm13v2.0	1.58	87056.0
SJSA1.H3K27ac.chm13v2.0	1.58	92220.0
SJSA1.H3K27me3.chm13v2.0	1.65	93868.0
SJSA1.H3K36me3.chm13v2.0	1.22	93964.0
SJSA1.H3K4me3.chm13v2.0	1.35	81144.0
SJSA1.H3K9me3.chm13v2.0	1.94	93896.0
VCaP.CTCF.chm13v2.0	1.15	92192.0
VCaP.H3K27ac.chm13v2.0	1.1	101720.0
brain-microvascular-endothelial-cell.H3K27ac.chm13v2.0	1.12	92532.0
brain-microvascular-endothelial-cell.H3K27me3.chm13v2.0	0.84	80320.0
brain-microvascular-endothelial-cell.H3K36me3.chm13v2.0	1.08	90764.0
epithelial-cell-of-prostate-male-2.CTCF.chm13v2.0	1.11	96120.0
epithelial-cell-of-prostate-male.CTCF.chm13v2.0	1.08	96828.0
epithelial-cell-of-prostate-male.H3K27ac.chm13v2.0	1.86	96488.0
