GI2.all.exon	40.25	128420.0
OMIM.all.exon	42.19	127296.0
HI1.all.exon	45.72	142372.0
Prot-cod.all.exon	178.83	319368.0
All-genes.all.exon	188.66	324292.0
Decipher-gain.all.exon	1.1	81716.0
GI3.all.exon	75.67	163800.0
HI2.all.exon	43.09	128876.0
HPO-rec.all.exon	16.94	91752.0
CGD-rec.all.exon	19.24	94504.0
Essential.all.exon	38.19	126104.0
HPO-dom.all.exon	13.33	90724.0
Cancer-loss.all.exon	7.97	84284.0
embryonic-lethal.all.exon	6.45	82892.0
HI3.all.exon	85.95	175356.0
GI1.all.exon	57.72	157656.0
Paralogs.all.exon	3.74	81516.0
phen.all.exon	95.68	205828.0
Cancer-gain.all.exon	1.09	81176.0
Decipher-loss.all.exon	1.59	82016.0
ISCA-gain.all.exon	1.57	81952.0
CGD-dom.all.exon	12.16	89480.0
No-phen.all.exon	90.73	185984.0
Curated-gain.all.exon	4.53	82640.0
Curated-loss.all.exon	11.54	89844.0
ISCA-loss.all.exon	5.12	83368.0
Non-cod.all.exon	9.42	83524.0
